1078,764,280,214
286,192,170,1059
1193,398,155,621
63,1099,1422,1427
730,276,61,1410
500,907,795,25
1434,137,424,69
731,557,882,424
523,1141,198,1330
1476,245,324,341
438,1121,602,745
1399,1341,50,1246
170,718,642,542
899,225,26,1145
1000,1315,465,1402
1299,1016,1252,968
133,1382,516,1393
361,1078,1188,1087
528,56,1224,414
1174,299,973,321
1076,653,1468,829
856,121,598,100
407,1069,138,586
423,1033,1138,566
1223,49,411,902
852,1391,361,1239
962,610,686,173
1352,1063,166,811
1370,194,993,920
1073,691,501,885
664,364,699,349
629,657,1480,1468
714,719,831,412
797,1327,300,69
586,905,1425,242
858,11,1457,1474
64,331,595,359
1364,816,1028,692
437,1014,95,183
859,720,1014,1337
155,950,108,1342
1366,29,543,3
930,821,882,372
217,1365,1175,471
997,485,967,959
131,6,1068,581
1363,971,926,90
1295,1418,514,73
672,17,916,514
1334,456,607,1500
1107,1406,343,782
67,290,1073,11
1240,572,267,1386
354,338,528,1395
929,385,16,1498
1327,335,817,14
43,241,847,824
1199,843,1086,123
868,256,883,1424
745,1043,407,1417
1424,1219,363,1105
961,1326,782,1196
998,770,529,20
616,1104,733,1306
937,763,699,1192
919,1228,783,341
416,929,641,539
595,306,1219,509
156,1353,1325,222
1286,149,229,960
1374,22,915,29
675,395,317,378
936,479,231,324
1230,476,989,389
1249,296,1105,905
816,1456,278,46
1217,379,271,226
393,668,829,1052
64,266,234,1223
1370,1429,403,238
602,953,81,404
1206,24,255,793
504,702,378,503
790,1336,218,529
268,223,406,1377
1229,413,884,472
1031,123,785,876
386,347,54,605
1302,700,1317,534
82,557,991,42
306,752,403,1113
1393,639,1165,13
662,794,55,278
774,607,510,912
1114,352,905,202
916,1357,1273,1119
624,1389,1186,292
899,470,1344,1451
968,361,126,1258
1204,595,1005,618
854,894,665,458
1124,1304,468,824
1392,13,60,928
774,634,849,873
290,241,385,820
9,613,1480,473
410,1152,1222,167
321,324,1424,1307
434,1040,1258,197
1040,474,1093,674
1098,1330,783,1445
319,50,140,1333
1328,848,481,1187
668,1010,1488,550
1369,345,1418,973
1398,741,1400,1144
601,661,714,979
1381,717,108,221
806,364,1324,999
828,301,842,1283
214,1134,1492,709
311,269,675,653
1,851,99,226
580,659,1251,505
1105,888,676,1394
1083,96,482,1140
1327,766,627,358
1238,956,1216,1149
683,969,430,400
765,361,1131,694
383,811,825,1272
1135,768,692,848
1285,1144,813,313
240,408,1408,1291
1287,531,600,1137
615,191,643,1496
957,1458,228,648
423,1492,1480,967
862,1128,1351,743
963,490,308,970
974,1334,86,387
894,423,905,620
1233,1259,1048,656
1267,1495,666,136
166,19,786,321
581,955,103,1290
293,1373,51,178
72,976,1322,1280
784,895,960,255
1120,623,791,265
924,907,487,362
982,1446,487,611
1010,565,1199,211
1045,834,780,1169
1059,1494,1167,233
1020,1372,32,661
694,1477,159,457
1280,137,822,1148
1145,1252,350,11
500,1096,1114,1048
1500,599,244,1283
1194,566,295,858
1143,1321,1265,190
994,711,495,541
888,383,710,859
1412,328,788,274
427,86,682,543
588,86,654,1123
1416,1263,948,844
1228,1088,1074,592
914,1486,712,245
1024,1196,322,320
318,725,508,735
328,562,993,1389
441,220,1217,1402
656,1151,650,953
1009,302,207,1274
380,424,451,761
701,1245,65,313
245,388,1341,614
654,814,237,1084
304,425,882,1461
1106,1309,147,1048
1030,873,449,1419
652,1175,958,843
733,528,959,1451
1116,1101,297,247
1327,1358,1036,623
954,769,105,947
1203,809,469,948
142,20,867,789
520,1294,1143,18
1466,1281,259,1472
343,384,1353,581
934,1349,1472,39
510,1164,1475,1088
1169,1107,246,397
1465,43,27,1191
719,296,62,580
696,104,1140,390
210,1003,171,1141
1407,1275,925,1153
658,612,1181,1239
947,593,807,239
1464,659,894,1069
263,67,758,1207
9,1439,1098,52
363,1455,88,1239
143,490,132,783
1207,561,771,718
1324,60,136,1285
1107,658,1026,619
1442,1156,1177,337
896,823,566,402
127,776,858,71
677,593,570,885
263,252,291,754
559,1431,1441,1076
592,1085,802,1094
45,1171,282,638
146,477,1228,1166
477,1147,85,1131
1390,1225,843,765
998,4,493,1150
159,559,1288,568
313,843,476,215
1066,390,1068,915
174,1322,73,629
818,789,217,1345
358,579,729,577
1177,1044,78,248
224,1198,1041,1334
463,888,1208,717
64,857,1305,835
480,119,1203,1117
968,1449,964,518
478,416,1000,722
431,756,568,622
1348,494,1057,1120
308,894,63,858
1078,716,143,531
519,975,1192,1333
1124,1074,89,618
151,691,0,575
1469,407,1475,845
895,582,487,1193
57,631,471,444
542,669,145,1399
32,249,453,501
728,659,44,236
512,1142,1238,265
404,1499,966,1386
902,1370,33,1153
1235,1239,210,1090
1106,59,345,1008
964,285,880,1394
431,420,1298,753
991,1309,429,926
154,1307,844,390
1311,640,1125,427
611,1192,315,300
338,150,1489,1067
318,909,1024,1
843,1088,652,257
221,122,1167,323
1373,915,176,1074
318,320,582,82
496,50,1195,243
519,1151,518,211
863,563,72,333
983,1403,462,443
225,228,638,847
391,1193,83,1439
930,1375,142,84
323,1482,123,27
1207,429,962,156
9,1153,952,493
1427,591,758,1018
278,739,759,339
545,354,529,1081
27,605,514,1121
1288,1375,1441,543
543,1373,1111,1236
187,1173,601,1057
250,556,1455,802
1147,773,50,139
322,508,52,207
632,99,1343,809
360,240,576,815
916,584,1269,86
488,1383,480,1147
875,383,856,649
701,1062,129,510
1151,290,768,1426
89,844,1251,54
725,1436,799,764
159,629,733,712
1410,1008,475,659
990,1457,908,876
1391,1190,355,1237
235,829,642,506
739,739,1481,100
899,1464,273,323
788,520,645,1199
1279,374,890,96
468,650,951,830
1344,301,1361,856
335,1051,458,584
403,1436,1159,372
589,477,211,210
1185,1459,230,1357
441,1408,760,379
1441,461,957,820
971,621,163,878
1095,454,409,1226
1436,395,568,1499
622,198,665,719
1009,1290,762,666
1123,996,1195,711
842,1097,1066,780
224,365,751,40
1246,19,632,141
1311,667,923,1387
1176,665,439,1176
304,499,362,1304
1396,852,521,1031
278,910,1492,1251
1097,969,191,426
25,579,245,913
390,755,174,458
932,1145,363,326
424,68,394,240
960,1336,1087,936
751,621,939,1001
1008,893,742,96
401,916,489,928
1260,1242,1089,128
120,966,843,1454
474,783,37,913
735,864,94,719
1408,385,350,732
711,991,1017,1413
76,437,1146,1254
276,116,570,277
1351,713,878,198
1185,1421,678,265
551,794,983,1197
1220,1353,1362,1013
205,650,1138,304
25,456,1080,12
908,3,1146,1358
551,1087,182,1277
216,1212,1119,640
432,90,1223,1271
1154,1410,154,734
97,106,896,1317
1253,606,1348,706
855,612,1200,1346
846,456,1224,207
1356,1391,1119,342
493,229,401,821
524,278,64,206
144,1421,634,1062
685,692,91,357
812,1216,814,1144
1450,1027,1441,1305
1254,834,608,550
1422,391,534,840
1111,693,1345,684
812,802,841,925
1355,610,416,1148
1038,981,1457,1445
1441,436,138,80
48,967,714,1426
596,166,1119,319
1076,416,1164,1263
183,275,180,1247
63,1358,197,445
224,1240,664,886
1205,909,1444,1293
1399,1085,783,174
23,919,1290,245
1366,1060,629,769
686,78,1442,874
723,1167,1131,212
1436,798,34,502
537,1216,1026,29
1495,882,1158,258
1375,219,604,1314
1079,1143,923,1387
1139,84,1456,500
1403,724,115,1402
1422,303,4,552
1373,1444,55,1195
751,108,1437,177
1352,871,1402,370
1369,433,1072,540
1175,677,232,1329
964,584,1146,206
147,472,146,1156
289,604,1208,664
849,21,416,183
119,509,1262,42
1056,1069,1318,1246
256,226,1304,1463
769,348,360,188
1262,1475,1042,572
795,868,428,343
1422,1138,746,889
959,787,1328,145
219,589,191,195
842,905,309,1044
279,1220,446,41
670,1397,1188,454
342,541,1348,360
516,1375,1330,1308
1162,464,73,183
495,576,274,1169
1234,949,985,1165
52,44,1218,126
1046,512,1011,1139
645,1032,663,1261
927,1316,1238,308
1198,1458,1417,1373
815,1445,548,1089
338,364,320,1325
439,1433,1252,1272
1029,98,1148,651
1105,1364,512,1323
1033,1049,266,437
1208,1458,197,697
654,1255,600,290
1058,749,185,833
1461,9,213,852
464,1150,1340,695
1288,1424,1142,380
46,1219,262,1307
1171,169,1120,1336
50,1428,593,743
1482,356,1140,672
687,1207,701,167
1469,1479,1253,1442
319,1107,1136,416
1190,686,175,555
1239,561,1006,420
1067,193,167,56
1409,1073,1164,1305
697,1249,1093,392
1063,123,232,1446
1114,1190,434,1460
338,140,344,1269
161,637,787,238
1132,233,591,770
1308,152,1432,606
80,1407,1279,671
350,1313,783,63
1342,493,1435,1045
1137,1482,43,1302
3,719,955,198
184,306,444,514
1214,157,94,759
273,393,647,427
281,104,110,289
1212,1088,835,641
549,1206,630,1033
703,853,451,719
1055,53,664,509
781,373,1449,435
568,687,1379,134
954,417,546,435
1167,1204,1115,1485
55,1006,195,1389
1005,1330,1241,1367
808,720,879,924
185,1477,1263,61
564,1486,170,317
1438,850,23,1249
90,920,426,228
773,156,807,1462
1236,1353,1051,903
1311,829,360,388
1328,410,1343,1157
337,1008,569,1329
68,126,491,206
578,835,1246,1138
1198,1234,1133,1485
1102,1416,129,705
1208,179,754,1183
515,510,428,250
211,329,846,612
1258,697,406,467
161,432,1059,627
426,521,383,1182
1094,69,1264,672
454,247,1031,1252
1332,462,204,1122
1429,231,785,710
261,496,456,1392
1139,623,1470,628
985,850,1322,75
291,1364,719,781
176,968,554,468
798,1345,1173,213
737,160,1186,840
746,662,738,399
489,117,1300,346
467,755,1281,1239
1082,483,969,1406
62,1267,1035,1438
228,748,140,814
698,346,1288,78
1376,912,1117,527
1150,177,438,63
915,209,944,1438
886,289,1367,1256
1500,262,476,1014
353,844,895,222
129,613,1177,1422
1461,1134,730,1255
307,1345,731,1331
168,1159,1391,763
175,1278,564,662
1005,1187,376,132
755,98,1409,722
1374,116,1145,496
5,417,1018,505
257,1466,48,626
1029,1427,645,521
940,1197,294,479
1223,814,1490,687
422,742,697,1383
954,1223,1436,576
892,424,582,233
673,1356,1284,1369
685,1294,851,1058
600,225,219,642
905,69,843,774
1363,577,1393,1098
33,1478,366,122
996,396,443,1332
1294,1274,382,1397
1315,1167,1352,335
732,92,805,125
11,1057,636,1401
649,1485,290,1164
1189,735,1270,1229
37,1349,1334,788
782,1098,638,795
558,1462,51,94
1038,639,463,1069
794,59,851,1419
695,614,1261,471
618,233,1234,1199
1014,569,896,945
1497,72,682,697
451,326,1135,941
163,271,143,222
1050,273,635,516
294,600,303,1446
817,937,341,1276
1274,1476,1350,1259
489,332,1108,258
1287,16,657,645
133,1157,31,1119
826,313,186,490
1258,844,429,827
1359,777,314,505
1341,1247,264,400
151,618,1192,101
730,5,292,1468
1478,919,1357,113
665,625,1169,1081
471,1390,723,168
1170,892,778,1038
523,686,47,936
640,107,227,417
259,63,685,342
558,438,681,1448
2,771,516,442
411,949,1106,458
1027,1498,1427,270
1489,282,836,1141
52,156,1376,32
234,362,833,483
496,134,946,1078
376,1482,1410,515
904,1484,140,515
178,1035,692,1270
1169,974,845,632
406,1427,303,1426
1017,444,171,1472
737,864,58,376
10,1105,843,81
815,429,603,1051
752,420,992,953
4,63,942,780
43,288,727,1353
1351,57,995,1033
995,236,1261,530
1433,229,803,1199
698,1113,156,1285
880,1306,912,844
451,1111,108,1302
1012,682,358,405
791,1414,653,216
155,267,941,807
1194,449,809,338
108,1308,1126,15
323,983,169,1147
1060,446,279,106
282,492,1035,1163
133,642,645,96
1478,1037,568,923
54,864,512,111
198,851,140,154
349,1242,238,1409
323,97,769,1198
563,184,807,35
1275,267,973,791
662,765,611,922
115,436,1388,173
1373,236,513,1347
295,1309,435,1301
107,229,1259,1442
1084,72,35,724
958,328,335,1254
82,77,1350,1222
344,373,88,209
765,1384,834,1385
477,1462,860,880
351,155,202,546
534,1184,674,1475
207,1215,213,369
826,1489,264,754
703,1006,926,313
462,1254,246,114
485,485,604,1241
544,1173,548,925
165,344,467,417
831,228,906,1086
601,932,400,1010
680,1135,350,220
281,1300,721,551
405,53,764,351
813,836,904,1152
502,872,376,966
879,1471,778,241
385,402,203,563
1205,1175,1057,918
444,794,797,891
633,659,281,647
782,921,1260,676
989,54,1054,612
855,25,595,426
491,631,1449,748
1224,656,840,1121
1108,706,1037,1372
796,701,864,256
361,353,1135,1025
465,618,1248,182
143,239,446,1293
276,1453,1109,1322
526,1356,259,448
585,835,48,374
1092,37,1395,60
83,339,1460,931
670,316,124,225
935,132,1255,459
104,720,1468,675
1119,1180,294,423
977,772,200,275
81,269,303,41
1487,1297,387,948
1136,832,718,546
1326,477,825,322
806,928,842,339
25,1245,320,1016
512,1395,1433,750
1255,128,787,239
400,1089,308,263
550,183,1122,318
232,794,275,1204
555,592,1027,609
332,542,322,1019
929,856,734,519
203,209,937,1026
1471,471,199,882
1048,819,183,530
1153,1479,1150,781
324,1096,354,253
1431,435,560,719
923,1081,305,1150
658,969,1412,398
280,1277,368,1381
829,295,1318,38
718,841,343,473
1430,1259,1030,321
1387,1436,1186,1481
615,1390,686,3
344,890,1374,1323
779,636,671,1448
1147,1113,839,710
407,1223,158,129
1072,1073,910,1036
572,254,1022,250
688,977,431,1194
1387,850,103,324
785,157,1457,520
525,1069,1438,1446
973,554,289,851
695,1187,1489,1437
248,663,183,544
461,673,458,305
230,1383,1062,1258
1189,1110,227,319
1472,496,199,1280
428,1226,1031,7
303,1429,1262,1271
1299,580,574,35
1294,257,1212,59
1425,1195,840,331
400,369,962,507
409,656,578,1031
387,715,333,119
302,806,1188,471
988,37,794,470
1369,1367,715,606
413,776,305,849
861,1213,1294,69
583,1294,1164,1230
236,1465,687,621
344,614,1086,108
243,1369,940,20
1058,1438,1413,224
718,325,420,1379
463,1281,642,1156
1091,1005,1184,961
941,699,1196,1323
745,724,14,269
1218,472,372,633
1218,135,1171,476
918,437,1383,387
1474,75,150,785
849,184,335,1248
762,1366,1122,63
360,81,975,570
196,236,727,605
1140,52,472,383
1497,440,1181,1391
830,31,96,1399
1409,1212,887,160
1356,1104,32,313
1264,148,701,606
1120,1123,1204,477
1343,1395,778,821
136,1285,110,144
39,550,639,1035
626,1186,154,1058
481,813,1176,561
1215,722,32,234
991,1000,470,1366
843,94,766,1019
1007,1270,1093,95
1432,416,1409,1178
640,361,258,1336
1376,76,1404,743
1082,1300,647,488
536,355,497,1278
869,1019,452,1499
1343,536,1002,704
215,394,1428,438
743,245,146,1225
594,1368,571,462
1000,1146,307,404
1441,1216,205,263
245,264,208,607
1164,969,668,309
1370,1035,745,654
316,36,431,683
43,96,1141,733
1114,1075,1326,86
310,558,67,326
854,1290,1155,1375
523,1039,444,724
23,1410,126,1377
16,1165,588,130
1102,896,250,1481
437,105,1477,1285
233,1382,656,167
377,300,1162,891
393,211,210,1087
979,176,1379,18
1418,1375,1493,1485
585,618,123,1010
1137,681,211,951
723,111,878,670
141,130,403,33
1395,835,581,402
249,1474,1446,2
1190,86,365,1409
1082,1430,291,1227
544,1156,933,1195
677,1329,1168,1263
341,1079,1223,935
634,1229,622,378
796,410,1243,1291
700,572,944,1199
1061,587,64,893
451,533,438,1393
948,1445,116,1366
1102,116,1124,105
1005,118,713,890
143,1106,1034,1436
1056,602,793,600
1341,1229,950,475
887,1412,236,254
1181,931,1195,290
1342,1293,1160,613
56,483,939,558
121,566,1346,753
